--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:160, delta_loop_time: 10, offset_y_cm from origin: 639.29, offset_x_cm for ac: -108.91
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 664.29, offset_x_cm for ac: -108.56
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 664.39, offset_x_cm for ac: -108.56
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 664.49, offset_x_cm for ac: -108.56
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 664.59, offset_x_cm for ac: -108.56
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 664.69, offset_x_cm for ac: -108.56
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 664.79, offset_x_cm for ac: -108.56
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 664.89, offset_x_cm for ac: -108.55
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 664.99, offset_x_cm for ac: -108.55
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.09, offset_x_cm for ac: -108.55
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.19, offset_x_cm for ac: -108.55
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.29, offset_x_cm for ac: -108.55
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.39, offset_x_cm for ac: -108.55
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.49, offset_x_cm for ac: -108.55
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.59, offset_x_cm for ac: -108.55
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.69, offset_x_cm for ac: -108.54
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.79, offset_x_cm for ac: -108.54
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.89, offset_x_cm for ac: -108.54
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 665.99, offset_x_cm for ac: -108.54
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.09, offset_x_cm for ac: -108.54
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.19, offset_x_cm for ac: -108.54
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.29, offset_x_cm for ac: -108.54
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.39, offset_x_cm for ac: -108.53
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.49, offset_x_cm for ac: -108.53
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.59, offset_x_cm for ac: -108.53
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.69, offset_x_cm for ac: -108.53
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.79, offset_x_cm for ac: -108.53
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.89, offset_x_cm for ac: -108.53
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 666.99, offset_x_cm for ac: -108.53
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.09, offset_x_cm for ac: -108.52
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.19, offset_x_cm for ac: -108.52
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.29, offset_x_cm for ac: -108.52
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.39, offset_x_cm for ac: -108.52
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.49, offset_x_cm for ac: -108.52
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.59, offset_x_cm for ac: -108.52
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.69, offset_x_cm for ac: -108.52
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.79, offset_x_cm for ac: -108.51
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.89, offset_x_cm for ac: -108.51
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 667.99, offset_x_cm for ac: -108.51
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.09, offset_x_cm for ac: -108.51
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.19, offset_x_cm for ac: -108.51
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.29, offset_x_cm for ac: -108.51
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.39, offset_x_cm for ac: -108.51
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.49, offset_x_cm for ac: -108.50
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.59, offset_x_cm for ac: -108.50
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.69, offset_x_cm for ac: -108.50
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.79, offset_x_cm for ac: -108.50
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.89, offset_x_cm for ac: -108.50
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 668.99, offset_x_cm for ac: -108.50
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.09, offset_x_cm for ac: -108.50
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.19, offset_x_cm for ac: -108.49
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.29, offset_x_cm for ac: -108.49
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.39, offset_x_cm for ac: -108.49
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.49, offset_x_cm for ac: -108.49
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.59, offset_x_cm for ac: -108.49
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.69, offset_x_cm for ac: -108.49
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.79, offset_x_cm for ac: -108.49
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.89, offset_x_cm for ac: -108.48
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 669.99, offset_x_cm for ac: -108.48
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.09, offset_x_cm for ac: -108.48
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.19, offset_x_cm for ac: -108.48
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.29, offset_x_cm for ac: -108.48
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.39, offset_x_cm for ac: -108.48
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.49, offset_x_cm for ac: -108.48
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.59, offset_x_cm for ac: -108.48
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.69, offset_x_cm for ac: -108.47
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.79, offset_x_cm for ac: -108.47
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.89, offset_x_cm for ac: -108.47
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 670.99, offset_x_cm for ac: -108.47
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.09, offset_x_cm for ac: -108.47
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.19, offset_x_cm for ac: -108.47
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.29, offset_x_cm for ac: -108.47
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.39, offset_x_cm for ac: -108.46
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.49, offset_x_cm for ac: -108.46
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.59, offset_x_cm for ac: -108.46
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.69, offset_x_cm for ac: -108.46
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.79, offset_x_cm for ac: -108.46
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.89, offset_x_cm for ac: -108.46
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 671.99, offset_x_cm for ac: -108.46
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.09, offset_x_cm for ac: -108.45
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.19, offset_x_cm for ac: -108.45
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.29, offset_x_cm for ac: -108.45
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.39, offset_x_cm for ac: -108.45
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.49, offset_x_cm for ac: -108.45
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.59, offset_x_cm for ac: -108.45
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.69, offset_x_cm for ac: -108.45
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.79, offset_x_cm for ac: -108.44
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.89, offset_x_cm for ac: -108.44
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 672.99, offset_x_cm for ac: -108.44
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.09, offset_x_cm for ac: -108.44
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.19, offset_x_cm for ac: -108.44
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.29, offset_x_cm for ac: -108.44
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.39, offset_x_cm for ac: -108.44
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.49, offset_x_cm for ac: -108.43
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.59, offset_x_cm for ac: -108.43
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.69, offset_x_cm for ac: -108.43
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.79, offset_x_cm for ac: -108.43
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.89, offset_x_cm for ac: -108.43
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 673.99, offset_x_cm for ac: -108.43
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.09, offset_x_cm for ac: -108.43
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.19, offset_x_cm for ac: -108.42
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.29, offset_x_cm for ac: -108.42
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.39, offset_x_cm for ac: -108.42
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.49, offset_x_cm for ac: -108.42
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.59, offset_x_cm for ac: -108.42
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.69, offset_x_cm for ac: -108.42
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.79, offset_x_cm for ac: -108.42
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.89, offset_x_cm for ac: -108.41
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 674.99, offset_x_cm for ac: -108.41
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.09, offset_x_cm for ac: -108.41
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.19, offset_x_cm for ac: -108.41
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.29, offset_x_cm for ac: -108.41
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.39, offset_x_cm for ac: -108.41
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.49, offset_x_cm for ac: -108.41
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.59, offset_x_cm for ac: -108.41
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.69, offset_x_cm for ac: -108.40
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.79, offset_x_cm for ac: -108.40
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.89, offset_x_cm for ac: -108.40
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 675.99, offset_x_cm for ac: -108.40
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.09, offset_x_cm for ac: -108.40
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.19, offset_x_cm for ac: -108.40
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.29, offset_x_cm for ac: -108.40
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.39, offset_x_cm for ac: -108.39
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.49, offset_x_cm for ac: -108.39
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.59, offset_x_cm for ac: -108.39
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.69, offset_x_cm for ac: -108.39
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.79, offset_x_cm for ac: -108.39
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.89, offset_x_cm for ac: -108.39
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 676.99, offset_x_cm for ac: -108.39
send offset to actuator, count:160, delta_loop_time: 10, offset_y_cm from origin: 677.09, offset_x_cm for ac: -108.38
