--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:16, delta_loop_time: 10, offset_y_cm from origin: 29.48, offset_x_cm for ac: -54.47
send offset to actuator, count:34, delta_loop_time: 10, offset_y_cm from origin: 42.00, offset_x_cm for ac: -70.71
send offset to actuator, count:34, delta_loop_time: 10, offset_y_cm from origin: 42.10, offset_x_cm for ac: -70.74
send offset to actuator, count:34, delta_loop_time: 10, offset_y_cm from origin: 42.20, offset_x_cm for ac: -70.77
send offset to actuator, count:34, delta_loop_time: 10, offset_y_cm from origin: 42.30, offset_x_cm for ac: -70.81
send offset to actuator, count:34, delta_loop_time: 10, offset_y_cm from origin: 42.40, offset_x_cm for ac: -70.84
send offset to actuator, count:34, delta_loop_time: 10, offset_y_cm from origin: 42.50, offset_x_cm for ac: -70.87
send offset to actuator, count:34, delta_loop_time: 10, offset_y_cm from origin: 42.60, offset_x_cm for ac: -70.91
send offset to actuator, count:34, delta_loop_time: 10, offset_y_cm from origin: 42.70, offset_x_cm for ac: -70.94
send offset to actuator, count:35, delta_loop_time: 11, offset_y_cm from origin: 40.38, offset_x_cm for ac: -71.00
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 40.48, offset_x_cm for ac: -71.03
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 40.58, offset_x_cm for ac: -71.07
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 40.68, offset_x_cm for ac: -71.10
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 40.78, offset_x_cm for ac: -71.14
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 40.88, offset_x_cm for ac: -71.17
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 40.98, offset_x_cm for ac: -71.20
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 41.08, offset_x_cm for ac: -71.24
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 41.18, offset_x_cm for ac: -71.27
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 41.28, offset_x_cm for ac: -71.31
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 41.38, offset_x_cm for ac: -71.34
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 41.48, offset_x_cm for ac: -71.37
send offset to actuator, count:35, delta_loop_time: 10, offset_y_cm from origin: 41.58, offset_x_cm for ac: -71.41
send offset to actuator, count:36, delta_loop_time: 11, offset_y_cm from origin: 41.63, offset_x_cm for ac: -71.45
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 41.73, offset_x_cm for ac: -71.48
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 41.83, offset_x_cm for ac: -71.52
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 41.93, offset_x_cm for ac: -71.55
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.03, offset_x_cm for ac: -71.58
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.13, offset_x_cm for ac: -71.62
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.23, offset_x_cm for ac: -71.65
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.33, offset_x_cm for ac: -71.69
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.43, offset_x_cm for ac: -71.72
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.53, offset_x_cm for ac: -71.76
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.63, offset_x_cm for ac: -71.79
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.73, offset_x_cm for ac: -71.82
send offset to actuator, count:36, delta_loop_time: 10, offset_y_cm from origin: 42.83, offset_x_cm for ac: -71.86
send offset to actuator, count:37, delta_loop_time: 11, offset_y_cm from origin: 41.80, offset_x_cm for ac: -71.90
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 41.90, offset_x_cm for ac: -71.94
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.00, offset_x_cm for ac: -71.97
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.10, offset_x_cm for ac: -72.00
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.20, offset_x_cm for ac: -72.03
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.30, offset_x_cm for ac: -72.06
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.40, offset_x_cm for ac: -72.09
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.50, offset_x_cm for ac: -72.12
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.60, offset_x_cm for ac: -72.16
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.70, offset_x_cm for ac: -72.19
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.80, offset_x_cm for ac: -72.22
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 42.90, offset_x_cm for ac: -72.25
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 43.00, offset_x_cm for ac: -72.28
send offset to actuator, count:37, delta_loop_time: 10, offset_y_cm from origin: 43.10, offset_x_cm for ac: -72.31
send offset to actuator, count:38, delta_loop_time: 11, offset_y_cm from origin: 43.34, offset_x_cm for ac: -72.35
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 43.44, offset_x_cm for ac: -72.38
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 43.54, offset_x_cm for ac: -72.41
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 43.64, offset_x_cm for ac: -72.44
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 43.74, offset_x_cm for ac: -72.47
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 43.84, offset_x_cm for ac: -72.50
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 43.94, offset_x_cm for ac: -72.53
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 44.04, offset_x_cm for ac: -72.56
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 44.14, offset_x_cm for ac: -72.59
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 44.24, offset_x_cm for ac: -72.62
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 44.34, offset_x_cm for ac: -72.65
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 44.44, offset_x_cm for ac: -72.68
send offset to actuator, count:38, delta_loop_time: 10, offset_y_cm from origin: 44.54, offset_x_cm for ac: -72.72
send offset to actuator, count:39, delta_loop_time: 11, offset_y_cm from origin: 44.06, offset_x_cm for ac: -72.75
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.16, offset_x_cm for ac: -72.78
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.26, offset_x_cm for ac: -72.81
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.36, offset_x_cm for ac: -72.84
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.46, offset_x_cm for ac: -72.87
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.56, offset_x_cm for ac: -72.90
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.66, offset_x_cm for ac: -72.93
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.76, offset_x_cm for ac: -72.96
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.86, offset_x_cm for ac: -72.99
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 44.96, offset_x_cm for ac: -73.02
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 45.06, offset_x_cm for ac: -73.05
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 45.16, offset_x_cm for ac: -73.07
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 45.26, offset_x_cm for ac: -73.10
send offset to actuator, count:39, delta_loop_time: 10, offset_y_cm from origin: 45.36, offset_x_cm for ac: -73.13
send offset to actuator, count:40, delta_loop_time: 11, offset_y_cm from origin: 44.48, offset_x_cm for ac: -73.17
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 44.58, offset_x_cm for ac: -73.20
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 44.68, offset_x_cm for ac: -73.23
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 44.78, offset_x_cm for ac: -73.26
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 44.88, offset_x_cm for ac: -73.29
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 44.98, offset_x_cm for ac: -73.32
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 45.08, offset_x_cm for ac: -73.35
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 45.18, offset_x_cm for ac: -73.38
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 45.28, offset_x_cm for ac: -73.41
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 45.38, offset_x_cm for ac: -73.44
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 45.48, offset_x_cm for ac: -73.47
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 45.58, offset_x_cm for ac: -73.49
send offset to actuator, count:40, delta_loop_time: 10, offset_y_cm from origin: 45.68, offset_x_cm for ac: -73.52
send offset to actuator, count:41, delta_loop_time: 11, offset_y_cm from origin: 45.49, offset_x_cm for ac: -73.56
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 45.59, offset_x_cm for ac: -73.60
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 45.69, offset_x_cm for ac: -73.63
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 45.79, offset_x_cm for ac: -73.66
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 45.89, offset_x_cm for ac: -73.69
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 45.99, offset_x_cm for ac: -73.73
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 46.09, offset_x_cm for ac: -73.76
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 46.19, offset_x_cm for ac: -73.79
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 46.29, offset_x_cm for ac: -73.82
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 46.39, offset_x_cm for ac: -73.86
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 46.49, offset_x_cm for ac: -73.89
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 46.59, offset_x_cm for ac: -73.92
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 46.69, offset_x_cm for ac: -73.95
send offset to actuator, count:41, delta_loop_time: 10, offset_y_cm from origin: 46.79, offset_x_cm for ac: -73.99
send offset to actuator, count:42, delta_loop_time: 11, offset_y_cm from origin: 46.49, offset_x_cm for ac: -74.03
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 46.59, offset_x_cm for ac: -74.07
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 46.69, offset_x_cm for ac: -74.10
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 46.79, offset_x_cm for ac: -74.14
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 46.89, offset_x_cm for ac: -74.17
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 46.99, offset_x_cm for ac: -74.21
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 47.09, offset_x_cm for ac: -74.24
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 47.19, offset_x_cm for ac: -74.28
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 47.29, offset_x_cm for ac: -74.31
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 47.39, offset_x_cm for ac: -74.35
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 47.49, offset_x_cm for ac: -74.38
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 47.59, offset_x_cm for ac: -74.42
send offset to actuator, count:42, delta_loop_time: 10, offset_y_cm from origin: 47.69, offset_x_cm for ac: -74.45
send offset to actuator, count:43, delta_loop_time: 11, offset_y_cm from origin: 47.81, offset_x_cm for ac: -74.49
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 47.91, offset_x_cm for ac: -74.52
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.01, offset_x_cm for ac: -74.56
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.11, offset_x_cm for ac: -74.59
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.21, offset_x_cm for ac: -74.62
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.31, offset_x_cm for ac: -74.65
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.41, offset_x_cm for ac: -74.69
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.51, offset_x_cm for ac: -74.72
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.61, offset_x_cm for ac: -74.75
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.71, offset_x_cm for ac: -74.78
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.81, offset_x_cm for ac: -74.81
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 48.91, offset_x_cm for ac: -74.85
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 49.01, offset_x_cm for ac: -74.88
send offset to actuator, count:43, delta_loop_time: 10, offset_y_cm from origin: 49.11, offset_x_cm for ac: -74.91
send offset to actuator, count:44, delta_loop_time: 11, offset_y_cm from origin: 48.22, offset_x_cm for ac: -74.95
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 48.32, offset_x_cm for ac: -74.98
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 48.42, offset_x_cm for ac: -75.01
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 48.52, offset_x_cm for ac: -75.05
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 48.62, offset_x_cm for ac: -75.08
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 48.72, offset_x_cm for ac: -75.11
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 48.82, offset_x_cm for ac: -75.14
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 48.92, offset_x_cm for ac: -75.17
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 49.02, offset_x_cm for ac: -75.20
send offset to actuator, count:44, delta_loop_time: 10, offset_y_cm from origin: 49.12, offset_x_cm for ac: -75.23
